,State and District,CDID,Median Age,White,Black,AI/AN,Asian,PI,Other,Two Plus,Emp-LF Ratio,High School,Bachelor,Advanced,% households w/ married couples,% households w/ seniors,% poverty,district_x,colid,year,state,state_po,state_fips,state_cen,state_ic,office,district_y,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,percent votes,party_democrat,party_republican,inc_democrat,inc_republican,winner
244,Congressional District 24 (115th Congress),FL,0.31734317343173424,0.34352078239608796,0.7557251908396946,0.004310344827586208,1.3,0.0,0.08061002178649238,0.03461538461538462,0.45987654320987637,0.5741176470588232,0.17398119122257055,0.1377049180327869,56.5,0.3298611111111111,0.5840707964601769,24,FL24,2018,FLORIDA,FL,12,59,43,US HOUSE,24,GEN,,False,FREDERICA WILSON,DEMOCRAT,False,TOTAL,1,1,False,20220331,False,1.0,1,0,1,0,1
245,Congressional District 25 (115th Congress),FL,0.5276752767527677,0.9180929095354524,0.06564885496183206,0.004310344827586208,1.1,0.0,0.058823529411764705,0.011538461538461539,0.6111111111111114,0.5741176470588232,0.23354231974921635,0.1737704918032787,48.7,0.21875000000000006,0.430678466076696,25,FL25,2018,FLORIDA,FL,12,59,43,US HOUSE,25,GEN,,False,MARIO DIAZ-BALART,REPUBLICAN,False,TOTAL,128672,212845,False,20220331,False,0.6045338156874721,0,1,0,1,1
246,Congressional District 25 (115th Congress),FL,0.5276752767527677,0.9180929095354524,0.06564885496183206,0.004310344827586208,1.1,0.0,0.058823529411764705,0.011538461538461539,0.6111111111111114,0.5741176470588232,0.23354231974921635,0.1737704918032787,48.7,0.21875000000000006,0.430678466076696,25,FL25,2018,FLORIDA,FL,12,59,43,US HOUSE,25,GEN,,False,MARY BARZEE FLORES,DEMOCRAT,False,TOTAL,84173,212845,False,20220331,False,0.3954661843125279,1,0,0,1,0
247,Congressional District 26 (115th Congress),FL,0.38007380073800756,0.8215158924205379,0.17709923664122137,0.0,1.8,0.0,0.04793028322440087,0.03461538461538462,0.561728395061728,0.6658823529411764,0.2758620689655173,0.180327868852459,50.2,0.3020833333333333,0.3775811209439528,26,FL26,2018,FLORIDA,FL,12,59,43,US HOUSE,26,GEN,,False,CARLOS CURBELO,REPUBLICAN,False,TOTAL,115678,235475,False,20220331,False,0.49125384860388577,0,1,0,1,0
248,Congressional District 26 (115th Congress),FL,0.38007380073800756,0.8215158924205379,0.17709923664122137,0.0,1.8,0.0,0.04793028322440087,0.03461538461538462,0.561728395061728,0.6658823529411764,0.2758620689655173,0.180327868852459,50.2,0.3020833333333333,0.3775811209439528,26,FL26,2018,FLORIDA,FL,12,59,43,US HOUSE,26,GEN,,False,DEBBIE MUCARSEL-POWELL,DEMOCRAT,False,TOTAL,119797,235475,False,20220331,False,0.5087461513961142,1,0,0,1,1
249,Congressional District 27 (115th Congress),FL,0.5055350553505535,0.8826405867970659,0.0748091603053435,0.004310344827586208,2,0.0,0.07625272331154685,0.04230769230769231,0.7253086419753083,0.7294117647058822,0.4670846394984327,0.45573770491803284,42.1,0.3784722222222224,0.327433628318584,27,FL27,2018,FLORIDA,FL,12,59,43,US HOUSE,27,GEN,,False,DONNA SHALALA,DEMOCRAT,False,TOTAL,130743,252586,False,20220331,False,0.5176177618712042,1,0,0,1,1
250,Congressional District 27 (115th Congress),FL,0.5055350553505535,0.8826405867970659,0.0748091603053435,0.004310344827586208,2,0.0,0.07625272331154685,0.04230769230769231,0.7253086419753083,0.7294117647058822,0.4670846394984327,0.45573770491803284,42.1,0.3784722222222224,0.327433628318584,27,FL27,2018,FLORIDA,FL,12,59,43,US HOUSE,27,GEN,,False,MARIA ELVIRA SALAZAR,REPUBLICAN,False,TOTAL,115588,252586,False,20220331,False,0.4576183953188221,0,1,0,1,0
251,Congressional District 27 (115th Congress),FL,0.5055350553505535,0.8826405867970659,0.0748091603053435,0.004310344827586208,2,0.0,0.07625272331154685,0.04230769230769231,0.7253086419753083,0.7294117647058822,0.4670846394984327,0.45573770491803284,42.1,0.3784722222222224,0.327433628318584,27,FL27,2018,FLORIDA,FL,12,59,43,US HOUSE,27,GEN,,False,MAYRA JOLI,NO PARTY AFFILIATION,False,TOTAL,6255,252586,False,20220331,False,0.02476384280997363,0,0,0,1,0
252,Congressional District 1 (115th Congress),GA,0.2656826568265682,0.5904645476772616,0.4473282442748091,0.012931034482758622,1.8,0.00819672131147541,0.04139433551198257,0.08076923076923077,0.4814814814814814,0.7976470588235292,0.26959247648902823,0.2426229508196721,38.3,0.03819444444444453,0.40117994100294974,1,GA1,2018,GEORGIA,GA,13,58,44,US HOUSE,1,GEN,,False,"EARL L ""BUDDY"" CARTER",REPUBLICAN,False,TOTAL,144741,250683,False,20220331,False,0.577386579863812,0,1,0,1,1
253,Congressional District 1 (115th Congress),GA,0.2656826568265682,0.5904645476772616,0.4473282442748091,0.012931034482758622,1.8,0.00819672131147541,0.04139433551198257,0.08076923076923077,0.4814814814814814,0.7976470588235292,0.26959247648902823,0.2426229508196721,38.3,0.03819444444444453,0.40117994100294974,1,GA1,2018,GEORGIA,GA,13,58,44,US HOUSE,1,GEN,,False,LISA M RING,DEMOCRAT,False,TOTAL,105942,250683,False,20220331,False,0.4226134201361879,1,0,0,1,0
254,Congressional District 2 (115th Congress),GA,0.28044280442804426,0.3386308068459658,0.7877862595419847,0.004310344827586208,1.2,0.00819672131147541,0.037037037037037035,0.05,0.24382716049382713,0.6588235294117646,0.14890282131661442,0.15081967213114755,27.7,0.1111111111111111,0.663716814159292,2,GA2,2018,GEORGIA,GA,13,58,44,US HOUSE,2,GEN,,False,HERMAN WEST JR,REPUBLICAN,False,TOTAL,92472,229171,False,20220331,False,0.40350655187610995,0,1,1,0,0
255,Congressional District 2 (115th Congress),GA,0.28044280442804426,0.3386308068459658,0.7877862595419847,0.004310344827586208,1.2,0.00819672131147541,0.037037037037037035,0.05,0.24382716049382713,0.6588235294117646,0.14890282131661442,0.15081967213114755,27.7,0.1111111111111111,0.663716814159292,2,GA2,2018,GEORGIA,GA,13,58,44,US HOUSE,2,GEN,,False,SANFORD BISHOP,DEMOCRAT,False,TOTAL,136699,229171,False,20220331,False,0.59649344812389,1,0,1,0,1
256,Congressional District 3 (115th Congress),GA,0.3763837638376384,0.6723716381418092,0.35877862595419846,0.004310344827586208,1.9,0.0,0.028322440087145972,0.06923076923076923,0.5277777777777779,0.7788235294117647,0.2789968652037618,0.2327868852459017,59.3,0.07291666666666669,0.3126843657817109,3,GA3,2018,GEORGIA,GA,13,58,44,US HOUSE,3,GEN,,False,CHUCK ENDERLIN,DEMOCRAT,False,TOTAL,101010,293006,False,20220331,False,0.3447369678436619,1,0,0,1,0
257,Congressional District 3 (115th Congress),GA,0.3763837638376384,0.6723716381418092,0.35877862595419846,0.004310344827586208,1.9,0.0,0.028322440087145972,0.06923076923076923,0.5277777777777779,0.7788235294117647,0.2789968652037618,0.2327868852459017,59.3,0.07291666666666669,0.3126843657817109,3,GA3,2018,GEORGIA,GA,13,58,44,US HOUSE,3,GEN,,False,DREW FERGUSON,REPUBLICAN,False,TOTAL,191996,293006,False,20220331,False,0.6552630321563381,0,1,0,1,1
258,Congressional District 4 (115th Congress),GA,0.2952029520295203,0.17603911980440098,0.9022900763358778,0.008620689655172414,5.1,0.00819672131147541,0.06971677559912853,0.06538461538461539,0.6018518518518514,0.7882352941176469,0.3448275862068966,0.2983606557377049,59.9,0.059027777777777846,0.3982300884955752,4,GA4,2018,GEORGIA,GA,13,58,44,US HOUSE,4,GEN,,False,"HENRY C ""HANK"" JOHNSON JR",DEMOCRAT,False,TOTAL,227717,288809,False,20220331,False,0.7884691959045598,1,0,1,0,1
259,Congressional District 4 (115th Congress),GA,0.2952029520295203,0.17603911980440098,0.9022900763358778,0.008620689655172414,5.1,0.00819672131147541,0.06971677559912853,0.06538461538461539,0.6018518518518514,0.7882352941176469,0.3448275862068966,0.2983606557377049,59.9,0.059027777777777846,0.3982300884955752,4,GA4,2018,GEORGIA,GA,13,58,44,US HOUSE,4,GEN,,False,JOE PROFIT,REPUBLICAN,False,TOTAL,61092,288809,False,20220331,False,0.21153080409544023,0,1,1,0,0
260,Congressional District 5 (115th Congress),GA,0.1697416974169741,0.21638141809290953,0.8854961832061068,0.008620689655172414,4.3,0.0,0.04139433551198257,0.06153846153846154,0.5493827160493827,0.809411764705882,0.5078369905956114,0.498360655737705,47.9,0.3506944444444445,0.5280235988200589,5,GA5,2018,GEORGIA,GA,13,58,44,US HOUSE,5,GEN,,False,JOHN R LEWIS,DEMOCRAT,False,TOTAL,275406,275406,False,20220331,False,1.0,1,0,1,0,1
261,Congressional District 6 (115th Congress),GA,0.3468634686346863,0.6674816625916871,0.2015267175572519,0.030172413793103453,11.1,0.0,0.04357298474945534,0.07692307692307693,0.8179012345679009,0.9317647058823528,0.8072100313479625,0.678688524590164,58.4,0.3298611111111111,0.13569321533923304,6,GA6,2018,GEORGIA,GA,13,58,44,US HOUSE,6,GEN,,False,KAREN HANDEL,REPUBLICAN,False,TOTAL,156875,317014,False,20220331,False,0.49485196237390144,0,1,0,1,0
262,Congressional District 6 (115th Congress),GA,0.3468634686346863,0.6674816625916871,0.2015267175572519,0.030172413793103453,11.1,0.0,0.04357298474945534,0.07692307692307693,0.8179012345679009,0.9317647058823528,0.8072100313479625,0.678688524590164,58.4,0.3298611111111111,0.13569321533923304,6,GA6,2018,GEORGIA,GA,13,58,44,US HOUSE,6,GEN,,False,LUCY MCBATH,DEMOCRAT,False,TOTAL,160139,317014,False,20220331,False,0.5051480376260985,1,0,0,1,1
263,Congressional District 7 (115th Congress),GA,0.2841328413284132,0.5171149144254279,0.2931297709923664,0.008620689655172414,13.1,0.0,0.14814814814814814,0.07692307692307693,0.7160493827160492,0.8235294117647056,0.5015673981191224,0.3672131147540984,50.3,0.37152777777777773,0.18289085545722714,7,GA7,2018,GEORGIA,GA,13,58,44,US HOUSE,7,GEN,,False,CAROLYN BOURDEAUX,DEMOCRAT,False,TOTAL,140011,280441,False,20220331,False,0.49925296229866534,1,0,0,1,0
264,Congressional District 7 (115th Congress),GA,0.2841328413284132,0.5171149144254279,0.2931297709923664,0.008620689655172414,13.1,0.0,0.14814814814814814,0.07692307692307693,0.7160493827160492,0.8235294117647056,0.5015673981191224,0.3672131147540984,50.3,0.37152777777777773,0.18289085545722714,7,GA7,2018,GEORGIA,GA,13,58,44,US HOUSE,7,GEN,,False,ROB WOODALL,REPUBLICAN,False,TOTAL,140430,280441,False,20220331,False,0.5007470377013347,0,1,0,1,1
265,Congressional District 8 (115th Congress),GA,0.33579335793357923,0.597799511002445,0.4595419847328244,0.008620689655172414,1.5,0.0,0.0392156862745098,0.046153846153846156,0.37037037037037024,0.7082352941176469,0.19435736677115995,0.2098360655737705,54.9,0.20486111111111122,0.5014749262536873,8,GA8,2018,GEORGIA,GA,13,58,44,US HOUSE,8,GEN,,False,AUSTIN SCOTT,REPUBLICAN,False,TOTAL,198152,198152,False,20220331,False,1.0,0,1,0,1,1
266,Congressional District 9 (115th Congress),GA,0.4797047970479704,0.8850855745721271,0.09923664122137404,0.008620689655172414,1.2,0.0,0.05664488017429194,0.03076923076923077,0.5308641975308641,0.6588235294117646,0.2163009404388715,0.2,42.1,0.34722222222222227,0.35398230088495575,9,GA9,2018,GEORGIA,GA,13,58,44,US HOUSE,9,GEN,,False,DOUG COLLINS,REPUBLICAN,False,TOTAL,224661,282573,False,20220331,False,0.7950547292204139,0,1,0,1,1
267,Congressional District 9 (115th Congress),GA,0.4797047970479704,0.8850855745721271,0.09923664122137404,0.008620689655172414,1.2,0.0,0.05664488017429194,0.03076923076923077,0.5308641975308641,0.6588235294117646,0.2163009404388715,0.2,42.1,0.34722222222222227,0.35398230088495575,9,GA9,2018,GEORGIA,GA,13,58,44,US HOUSE,9,GEN,,False,JOSH MCCALL,DEMOCRAT,False,TOTAL,57912,282573,False,20220331,False,0.20494527077958616,1,0,0,1,0
268,Congressional District 10 (115th Congress),GA,0.2952029520295203,0.6613691931540343,0.3801526717557252,0.0,2.1,0.00819672131147541,0.026143790849673203,0.05,0.45987654320987637,0.7529411764705882,0.2648902821316615,0.26229508196721313,42.6,0.048611111111111105,0.3982300884955752,10,GA10,2018,GEORGIA,GA,13,58,44,US HOUSE,10,GEN,,False,JODY HICE,REPUBLICAN,False,TOTAL,190396,302735,False,20220331,False,0.6289196822303335,0,1,0,1,1
269,Congressional District 10 (115th Congress),GA,0.2952029520295203,0.6613691931540343,0.3801526717557252,0.0,2.1,0.00819672131147541,0.026143790849673203,0.05,0.45987654320987637,0.7529411764705882,0.2648902821316615,0.26229508196721313,42.6,0.048611111111111105,0.3982300884955752,10,GA10,2018,GEORGIA,GA,13,58,44,US HOUSE,10,GEN,,False,TABITHA A JOHNSON-GREEN,DEMOCRAT,False,TOTAL,112339,302735,False,20220331,False,0.37108031776966655,1,0,0,1,0
270,Congressional District 11 (115th Congress),GA,0.3136531365313653,0.7212713936430317,0.2442748091603053,0.008620689655172414,3.5,0.0,0.0718954248366013,0.06153846153846154,0.7469135802469136,0.8588235294117648,0.5031347962382445,0.38032786885245906,52,0.5243055555555556,0.19174041297935104,11,GA11,2018,GEORGIA,GA,13,58,44,US HOUSE,11,GEN,,False,BARRY LOUDERMILK,REPUBLICAN,False,TOTAL,191887,310540,False,20220331,False,0.6179139563341276,0,1,0,1,1
271,Congressional District 11 (115th Congress),GA,0.3136531365313653,0.7212713936430317,0.2442748091603053,0.008620689655172414,3.5,0.0,0.0718954248366013,0.06153846153846154,0.7469135802469136,0.8588235294117648,0.5031347962382445,0.38032786885245906,52,0.5243055555555556,0.19174041297935104,11,GA11,2018,GEORGIA,GA,13,58,44,US HOUSE,11,GEN,,False,FLYNN D BROADY JR,DEMOCRAT,False,TOTAL,118653,310540,False,20220331,False,0.38208604366587234,1,0,0,1,0
272,Congressional District 12 (115th Congress),GA,0.2767527675276753,0.5366748166259169,0.5297709923664121,0.008620689655172414,1.7,0.00819672131147541,0.04139433551198257,0.05,0.3209876543209875,0.7011764705882351,0.19749216300940442,0.19344262295081965,50.5,0.5937500000000002,0.5250737463126843,12,GA12,2018,GEORGIA,GA,13,58,44,US HOUSE,12,GEN,,False,FRANCYS JOHNSON,DEMOCRAT,False,TOTAL,101503,250489,False,20220331,False,0.4052193908714554,1,0,0,1,0
273,Congressional District 12 (115th Congress),GA,0.2767527675276753,0.5366748166259169,0.5297709923664121,0.008620689655172414,1.7,0.00819672131147541,0.04139433551198257,0.05,0.3209876543209875,0.7011764705882351,0.19749216300940442,0.19344262295081965,50.5,0.5937500000000002,0.5250737463126843,12,GA12,2018,GEORGIA,GA,13,58,44,US HOUSE,12,GEN,,False,RICK W ALLEN,REPUBLICAN,False,TOTAL,148986,250489,False,20220331,False,0.5947806091285446,0,1,0,1,1
274,Congressional District 13 (115th Congress),GA,0.2841328413284132,0.21149144254278732,0.8946564885496182,0.0,2.6,0.0,0.08061002178649238,0.057692307692307696,0.6111111111111114,0.8141176470588234,0.31347962382445144,0.26885245901639343,53.5,0.4479166666666668,0.3480825958702065,13,GA13,2018,GEORGIA,GA,13,58,44,US HOUSE,13,GEN,,False,DAVID CALLAHAN,REPUBLICAN,False,TOTAL,69760,292917,False,20220331,False,0.2381562012447212,0,1,1,0,0
275,Congressional District 13 (115th Congress),GA,0.2841328413284132,0.21149144254278732,0.8946564885496182,0.0,2.6,0.0,0.08061002178649238,0.057692307692307696,0.6111111111111114,0.8141176470588234,0.31347962382445144,0.26885245901639343,53.5,0.4479166666666668,0.3480825958702065,13,GA13,2018,GEORGIA,GA,13,58,44,US HOUSE,13,GEN,,False,DAVID SCOTT,DEMOCRAT,False,TOTAL,223157,292917,False,20220331,False,0.7618437987552787,1,0,1,0,1
276,Congressional District 14 (115th Congress),GA,0.3468634686346863,0.863080684596577,0.1297709923664122,0.008620689655172414,1.1,0.0,0.05010893246187364,0.038461538461538464,0.5586419753086418,0.6164705882352941,0.14420062695924768,0.13442622950819677,57,0.2951388888888889,0.3392330383480826,14,GA14,2018,GEORGIA,GA,13,58,44,US HOUSE,14,GEN,,False,STEVEN LAMAR FOSTER,DEMOCRAT,False,TOTAL,53981,229724,False,20220331,False,0.23498197837404886,1,0,0,1,0
277,Congressional District 14 (115th Congress),GA,0.3468634686346863,0.863080684596577,0.1297709923664122,0.008620689655172414,1.1,0.0,0.05010893246187364,0.038461538461538464,0.5586419753086418,0.6164705882352941,0.14420062695924768,0.13442622950819677,57,0.2951388888888889,0.3392330383480826,14,GA14,2018,GEORGIA,GA,13,58,44,US HOUSE,14,GEN,,False,TOM GRAVES,REPUBLICAN,False,TOTAL,175743,229724,False,20220331,False,0.7650180216259511,0,1,0,1,1
278,Congressional District 1 (115th Congress),HI,0.41697416974169754,0.03911980440097798,0.025954198473282446,0.0,50.2,0.6475409836065574,0.015250544662309372,0.7692307692307693,0.7901234567901236,0.8729411764705879,0.4216300940438872,0.3180327868852459,55.5,0.2708333333333334,0.12979351032448375,1,HI1,2018,HAWAII,HI,15,95,82,US HOUSE,1,GEN,,False,CALVIN C GRIFFIN,NONPARTISAN,False,TOTAL,1351,184211,False,20220331,False,0.007333981141191351,0,0,1,0,0
279,Congressional District 1 (115th Congress),HI,0.41697416974169754,0.03911980440097798,0.025954198473282446,0.0,50.2,0.6475409836065574,0.015250544662309372,0.7692307692307693,0.7901234567901236,0.8729411764705879,0.4216300940438872,0.3180327868852459,55.5,0.2708333333333334,0.12979351032448375,1,HI1,2018,HAWAII,HI,15,95,82,US HOUSE,1,GEN,,False,CAM CAVASSO,REPUBLICAN,False,TOTAL,42498,184211,False,20220331,False,0.2307028353355663,0,1,1,0,0
280,Congressional District 1 (115th Congress),HI,0.41697416974169754,0.03911980440097798,0.025954198473282446,0.0,50.2,0.6475409836065574,0.015250544662309372,0.7692307692307693,0.7901234567901236,0.8729411764705879,0.4216300940438872,0.3180327868852459,55.5,0.2708333333333334,0.12979351032448375,1,HI1,2018,HAWAII,HI,15,95,82,US HOUSE,1,GEN,,False,ED CASE,DEMOCRAT,False,TOTAL,134650,184211,False,20220331,False,0.7309552632578945,1,0,1,0,1
281,Congressional District 1 (115th Congress),HI,0.41697416974169754,0.03911980440097798,0.025954198473282446,0.0,50.2,0.6475409836065574,0.015250544662309372,0.7692307692307693,0.7901234567901236,0.8729411764705879,0.4216300940438872,0.3180327868852459,55.5,0.2708333333333334,0.12979351032448375,1,HI1,2018,HAWAII,HI,15,95,82,US HOUSE,1,GEN,,False,MICHELLE ROSE TIPPENS,LIBERTARIAN,False,TOTAL,3498,184211,False,20220331,False,0.018989094028043926,0,0,1,0,0
282,Congressional District 1 (115th Congress),HI,0.41697416974169754,0.03911980440097798,0.025954198473282446,0.0,50.2,0.6475409836065574,0.015250544662309372,0.7692307692307693,0.7901234567901236,0.8729411764705879,0.4216300940438872,0.3180327868852459,55.5,0.2708333333333334,0.12979351032448375,1,HI1,2018,HAWAII,HI,15,95,82,US HOUSE,1,GEN,,False,ZACHARY B BURD,GREEN,False,TOTAL,2214,184211,False,20220331,False,0.012018826237303961,0,0,1,0,0
283,Congressional District 2 (115th Congress),HI,0.3763837638376384,0.2139364303178484,0.0183206106870229,0.008620689655172414,25.9,1.0,0.019607843137254905,1.0,0.6481481481481477,0.9129411764705879,0.32288401253918503,0.239344262295082,49.4,0.3368055555555555,0.22713864306784656,2,HI2,2018,HAWAII,HI,15,95,82,US HOUSE,2,GEN,,False,BRIAN EVANS,REPUBLICAN,False,TOTAL,44850,198121,False,20220331,False,0.22637681013118247,0,1,1,0,0
284,Congressional District 2 (115th Congress),HI,0.3763837638376384,0.2139364303178484,0.0183206106870229,0.008620689655172414,25.9,1.0,0.019607843137254905,1.0,0.6481481481481477,0.9129411764705879,0.32288401253918503,0.239344262295082,49.4,0.3368055555555555,0.22713864306784656,2,HI2,2018,HAWAII,HI,15,95,82,US HOUSE,2,GEN,,False,TULSI GABBARD,DEMOCRAT,False,TOTAL,153271,198121,False,20220331,False,0.7736231898688175,1,0,1,0,1
285,Congressional District 1 (115th Congress),ID,0.36162361623616235,0.9376528117359413,0.0015267175572519082,0.05172413793103449,1.2,0.00819672131147541,0.05228758169934641,0.07307692307692308,0.5925925925925923,0.8682352941176465,0.2648902821316615,0.180327868852459,36.6,0.4479166666666668,0.28613569321533916,1,ID1,2018,IDAHO,ID,16,82,63,US HOUSE,1,GEN,,False,CRISTINA MCNEIL,DEMOCRAT,False,TOTAL,96922,315069,False,20220331,False,0.3076215051306222,1,0,0,1,0
286,Congressional District 1 (115th Congress),ID,0.36162361623616235,0.9376528117359413,0.0015267175572519082,0.05172413793103449,1.2,0.00819672131147541,0.05228758169934641,0.07307692307692308,0.5925925925925923,0.8682352941176465,0.2648902821316615,0.180327868852459,36.6,0.4479166666666668,0.28613569321533916,1,ID1,2018,IDAHO,ID,16,82,63,US HOUSE,1,GEN,,False,GORDON COUNSIL,INDEPENDENT,False,TOTAL,1054,315069,False,20220331,False,0.0033452989662581846,0,0,0,1,0
